"reportingdistrictcode","reportingdistrictname","category","studentgroup","studentcount_current","attrate_ytd","studentcount_202021","attrate_202021","studentcount_201920","attrate_201920","reportingperiod","date_update"
"1060011","Old Saybrook School District","English Learners","English Learners","82","0.9552","69","0.977","66","0.9605","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1060011","Old Saybrook School District","Race/Ethnicity","Hispanic/Latino of any race","142","0.9492","139","0.9782","136","0.9461","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1060011","Old Saybrook School District","Race/Ethnicity","White","792","0.9456","826","0.9806","916","0.9411","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1060011","Old Saybrook School District","High Needs","Students Without High Needs","616","0.9509","639","0.9827","722","0.9451","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1060011","Old Saybrook School District","High Needs","Students With High Needs","382","0.9383","378","0.9765","418","0.937","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District",,"All Students","1213","0.947","1235","0.9652","1196","0.9581","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Students With Disabilities","Students With Disabilities","104","0.9459","110","0.9602","110","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Free/Reduced Lunch","Free Meal Eligible","127","0.9345","129","0.9498","138","0.9483","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Free/Reduced Lunch","Reduced Price Meal Eligible","39","0.9515","48","0.9539","32","0.9435","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","166","0.9385","177","0.9509","170","0.9474","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","English Learners","English Learners","66","0.9345","64","0.9444","75","0.9552","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Race/Ethnicity","All other races","223","0.9504","225","0.9609","224","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Race/Ethnicity","Black or African American","31","0.9528","27","0.9606","23","0.9646","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Race/Ethnicity","Hispanic/Latino of any race","94","0.9369","92","0.9515","84","0.9513","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","Race/Ethnicity","White","865","0.947","891","0.9679","865","0.9579","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","High Needs","Students Without High Needs","923","0.9486","915","0.9692","913","0.9601","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1070011","Orange School District","High Needs","Students With High Needs","281","0.9421","292","0.9548","283","0.9514","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District",,"All Students","1694","0.9428","1605","0.9528","1699","0.9491","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Students With Disabilities","Students With Disabilities","222","0.9423","192","0.9425","198","0.9485","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Free/Reduced Lunch","Free Meal Eligible","192","0.9169","171","0.8975","207","0.9211","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Free/Reduced Lunch","Reduced Price Meal Eligible","34","0.9185","39","0.9471","39","0.9475","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","226","0.9171","210","0.9067","246","0.9253","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","English Learners","English Learners","38","0.953","40","0.9566","51","0.9439","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Race/Ethnicity","All other races","67","0.9511","67","0.9564","69","0.9452","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Race/Ethnicity","Black or African American","32","0.9334","28","0.9017","22","0.9493","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Race/Ethnicity","Hispanic/Latino of any race","164","0.9315","131","0.9301","152","0.9395","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","Race/Ethnicity","White","1431","0.9439","1379","0.9556","1456","0.9503","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","High Needs","Students Without High Needs","1260","0.9462","1200","0.9622","1275","0.9528","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1080011","Oxford School District","High Needs","Students With High Needs","418","0.9323","380","0.925","424","0.9379","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District",,"All Students","1861","0.9153","1911","0.9086","2019","0.9419","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Students With Disabilities","Students With Disabilities","322","0.8951","312","0.8767","345","0.9249","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Free/Reduced Lunch","Free Meal Eligible","852","0.8989","839","0.8757","990","0.9316","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Free/Reduced Lunch","Reduced Price Meal Eligible","188","0.9247","233","0.9148","183","0.9376","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","1040","0.9035","1072","0.8843","1173","0.9326","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","English Learners","English Learners","31","0.9101","34","0.8621","37","0.9216","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Race/Ethnicity","All other races","89","0.8873","88","0.9105","84","0.9403","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Race/Ethnicity","Black or African American","67","0.9287","86","0.9229","87","0.9556","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Race/Ethnicity","Hispanic/Latino of any race","175","0.9127","136","0.8796","129","0.9323","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","Race/Ethnicity","White","1530","0.9166","1601","0.9101","1719","0.942","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","High Needs","Students Without High Needs","670","0.9314","692","0.9461","747","0.9559","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1090011","Plainfield School District","High Needs","Students With High Needs","1145","0.9056","1172","0.887","1272","0.9335","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District",,"All Students","2174","0.9258","2166","0.9344","2251","0.9513","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Students With Disabilities","Students With Disabilities","303","0.8963","292","0.8998","301","0.9316","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Free/Reduced Lunch","Free Meal Eligible","670","0.904","668","0.91","727","0.9385","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Free/Reduced Lunch","Reduced Price Meal Eligible","210","0.9214","220","0.9324","165","0.9468","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","880","0.9082","888","0.9156","892","0.9401","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","English Learners","English Learners","156","0.9113","171","0.9175","166","0.9537","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Race/Ethnicity","All other races","166","0.9384","166","0.9392","175","0.9544","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Race/Ethnicity","Black or African American","118","0.9168","105","0.9136","102","0.9472","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Race/Ethnicity","Hispanic/Latino of any race","486","0.9026","471","0.9068","450","0.9441","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","Race/Ethnicity","White","1404","0.933","1424","0.9445","1524","0.9533","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","High Needs","Students Without High Needs","1079","0.9427","1063","0.9532","1151","0.9608","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1100011","Plainville School District","High Needs","Students With High Needs","1074","0.9095","1091","0.9167","1100","0.9411","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District",,"All Students","1244","0.8997","1212","0.8976","1294","0.9394","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Students With Disabilities","Students With Disabilities","247","0.8701","213","0.8578","233","0.9121","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Free/Reduced Lunch","Free Meal Eligible","409","0.8711","416","0.8622","488","0.9247","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Free/Reduced Lunch","Reduced Price Meal Eligible","111","0.9001","131","0.9049","112","0.9385","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","520","0.8773","547","0.8723","600","0.9274","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","English Learners","English Learners","23","0.9179","24","0.873","23","0.9368","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Race/Ethnicity","Hispanic/Latino of any race","180","0.8861","158","0.8651","153","0.9268","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","Race/Ethnicity","White","957","0.9065","962","0.9037","1053","0.9412","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","High Needs","Students Without High Needs","598","0.9217","558","0.9249","607","0.9514","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1110011","Plymouth School District","High Needs","Students With High Needs","634","0.8804","632","0.8738","687","0.9286","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District",,"All Students","351","0.937","331","0.976","370","0.9593","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District","Students With Disabilities","Students With Disabilities","42","0.9326","36","0.9615","37","0.9487","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","69","0.9167","71","0.9623","83","0.952","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District","Race/Ethnicity","White","327","0.938","313","0.9756","347","0.9589","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District","High Needs","Students Without High Needs","241","0.944","221","0.9828","259","0.9627","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1120011","Pomfret School District","High Needs","Students With High Needs","99","0.9206","98","0.9633","111","0.9516","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District",,"All Students","1208","0.9415","1249","0.9447","1284","0.9536","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Students With Disabilities","Students With Disabilities","196","0.9181","180","0.9028","177","0.9255","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Free/Reduced Lunch","Free Meal Eligible","249","0.9101","286","0.897","311","0.9333","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Free/Reduced Lunch","Reduced Price Meal Eligible","48","0.9279","57","0.9239","53","0.9411","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","297","0.913","343","0.9015","364","0.9344","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","English Learners","English Learners","44","0.9349","40","0.9161","44","0.9436","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Race/Ethnicity","All other races","84","0.9424","90","0.9284","94","0.9485","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Race/Ethnicity","Black or African American","40","0.9081","39","0.893","42","0.932","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Race/Ethnicity","Hispanic/Latino of any race","209","0.9209","185","0.9218","183","0.9409","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","Race/Ethnicity","White","875","0.9479","935","0.9528","965","0.9574","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","High Needs","Students Without High Needs","783","0.9523","804","0.9644","838","0.9623","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1130011","Portland School District","High Needs","Students With High Needs","413","0.921","431","0.9093","446","0.9369","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District",,"All Students","384","0.9053","409","0.9513","413","0.9534","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Students With Disabilities","Students With Disabilities","52","0.8998","66","0.9361","61","0.9583","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Free/Reduced Lunch","Free Meal Eligible","57","0.8919","83","0.9288","96","0.9394","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Free/Reduced Lunch","Reduced Price Meal Eligible","25","0.9125","30","0.9474","36","0.9401","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","82","0.8981","113","0.9338","132","0.9396","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Race/Ethnicity","Hispanic/Latino of any race","33","0.9043",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","Race/Ethnicity","White","312","0.9043","342","0.9519","346","0.9537","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","High Needs","Students Without High Needs","262","0.9085","249","0.9603","243","0.9601","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1140011","Preston School District","High Needs","Students With High Needs","119","0.8987","154","0.9377","170","0.9437","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District",,"All Students","1052","0.9008","1041","0.9013","1069","0.9398","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Students With Disabilities","Students With Disabilities","210","0.8718","211","0.8709","210","0.9218","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Free/Reduced Lunch","Free Meal Eligible","426","0.8778","542","0.8832","570","0.9312","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Free/Reduced Lunch","Reduced Price Meal Eligible","81","0.9002","97","0.875","83","0.9331","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","507","0.8815","639","0.8819","653","0.9315","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","English Learners","English Learners","40","0.8791","37","0.8584","44","0.935","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Race/Ethnicity","All other races","74","0.8755",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Race/Ethnicity","Black or African American","20","0.9377",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Race/Ethnicity","Hispanic/Latino of any race","153","0.8846","150","0.8764","141","0.9329","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","Race/Ethnicity","White","805","0.9055","807","0.9069","836","0.9406","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","High Needs","Students Without High Needs","406","0.9273","294","0.939","354","0.9537","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1160011","Putnam School District","High Needs","Students With High Needs","612","0.883","706","0.8849","715","0.9329","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District",,"All Students","787","0.9516","782","0.9704","781","0.9579","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","Students With Disabilities","Students With Disabilities","113","0.9409","109","0.9655","124","0.9587","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","78","0.9518","81","0.9689","77","0.9537","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","Race/Ethnicity","Hispanic/Latino of any race","86","0.9498","91","0.9637","79","0.9594","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","Race/Ethnicity","White","646","0.9516","629","0.9708","637","0.9575","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","High Needs","Students Without High Needs","595","0.954","575","0.9726","590","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1170011","Redding School District","High Needs","Students With High Needs","178","0.9442","181","0.9673","191","0.9585","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District",,"All Students","4528","0.9451","4543","0.976","4661","0.9543","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Students With Disabilities","Students With Disabilities","673","0.9315","624","0.9609","634","0.9397","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Free/Reduced Lunch","Free Meal Eligible","278","0.9296","192","0.9604","224","0.9393","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Free/Reduced Lunch","Reduced Price Meal Eligible","74","0.9293","52","0.9618","55","0.9476","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","352","0.9296","244","0.9607","279","0.941","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","English Learners","English Learners","60","0.9427","49","0.9713","61","0.9452","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Race/Ethnicity","All other races","515","0.9538","498","0.9832","506","0.9576","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Race/Ethnicity","Black or African American","33","0.9542","29","0.9723","30","0.9529","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Race/Ethnicity","Hispanic/Latino of any race","394","0.939","387","0.9697","358","0.9484","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","Race/Ethnicity","White","3586","0.9445","3629","0.9757","3767","0.9545","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","High Needs","Students Without High Needs","3514","0.9487","3620","0.9794","3768","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1180011","Ridgefield School District","High Needs","Students With High Needs","970","0.9324","851","0.9622","893","0.9402","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District",,"All Students","2476","0.9498","2557","0.9615","2615","0.9618","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Students With Disabilities","Students With Disabilities","320","0.9353","301","0.9417","315","0.9473","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Free/Reduced Lunch","Free Meal Eligible","425","0.9194","376","0.9213","446","0.944","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Free/Reduced Lunch","Reduced Price Meal Eligible","81","0.9413","75","0.9498","92","0.9604","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","506","0.9229","451","0.926","538","0.9468","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","English Learners","English Learners","166","0.9444","185","0.9788","214","0.9655","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Race/Ethnicity","All other races","797","0.9585","846","0.9777","883","0.9666","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Race/Ethnicity","Black or African American","86","0.9489","87","0.9381","80","0.9596","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Race/Ethnicity","Hispanic/Latino of any race","292","0.923","269","0.9187","260","0.9412","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","Race/Ethnicity","White","1301","0.9504","1355","0.9612","1392","0.9626","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","High Needs","Students Without High Needs","1605","0.959","1743","0.97","1736","0.9669","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1190011","Rocky Hill School District","High Needs","Students With High Needs","816","0.9322","771","0.9428","879","0.9514","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District",,"All Students","384","0.9428","372","0.9565","414","0.9552","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","Students With Disabilities","Students With Disabilities","55","0.9368","49","0.9435","62","0.9637","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","71","0.9147","79","0.9349","86","0.944","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","Race/Ethnicity","Hispanic/Latino of any race","33","0.9363",,,"32","0.9541","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","Race/Ethnicity","White","318","0.9441","306","0.9561","347","0.9555","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","High Needs","Students Without High Needs","270","0.9499","254","0.9681","293","0.9568","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1210011","Salem School District","High Needs","Students With High Needs","106","0.9253","110","0.9352","121","0.9511","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District",,"All Students","281","0.9383","294","0.9661","264","0.9528","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","Students With Disabilities","Students With Disabilities","27","0.909","33","0.9607","25","0.9305","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","46","0.9175","52","0.9438","59","0.9319","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","Race/Ethnicity","Hispanic/Latino of any race","32","0.9336","29","0.9506",,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","Race/Ethnicity","White","219","0.9394","232","0.9692","211","0.9519","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","High Needs","Students Without High Needs","210","0.9435","212","0.9715","187","0.9584","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1220011","Salisbury School District","High Needs","Students With High Needs","71","0.923","76","0.9508","77","0.9389","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District",,"All Students","86","0.9135","82","0.9534","88","0.9656","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District","Students With Disabilities","Students With Disabilities","21","0.9085",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","32","0.9171","28","0.9444","35","0.9665","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District","Race/Ethnicity","White","78","0.9159",,,,,"2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District","High Needs","Students Without High Needs","39","0.9189","40","0.9618","43","0.9657","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1230011","Scotland School District","High Needs","Students With High Needs","46","0.9102","40","0.9457","45","0.9656","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District",,"All Students","2077","0.934","2075","0.9497","2175","0.9498","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Students With Disabilities","Students With Disabilities","301","0.9104","287","0.9144","318","0.9314","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Free/Reduced Lunch","Free Meal Eligible","585","0.9138","636","0.9213","669","0.9329","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Free/Reduced Lunch","Reduced Price Meal Eligible","177","0.9374","199","0.9512","184","0.946","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","762","0.9193","835","0.9285","853","0.9357","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","English Learners","English Learners","110","0.9359","88","0.9402","85","0.9466","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Race/Ethnicity","All other races","117","0.9383","122","0.9301","127","0.9466","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Race/Ethnicity","Black or African American","142","0.9447","116","0.9541","112","0.9571","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Race/Ethnicity","Hispanic/Latino of any race","434","0.9094","371","0.9296","372","0.942","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","Race/Ethnicity","White","1384","0.9401","1466","0.956","1564","0.9513","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","High Needs","Students Without High Needs","1090","0.946","1069","0.9676","1151","0.9607","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1240011","Seymour School District","High Needs","Students With High Needs","948","0.9207","994","0.9305","1024","0.9374","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District",,"All Students","99","0.9262","103","0.9606","96","0.9578","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District","Students With Disabilities","Students With Disabilities","22","0.9188","23","0.9589","27","0.9541","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","39","0.9304","38","0.9552","39","0.9578","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District","Race/Ethnicity","White","85","0.9289","83","0.9609","84","0.9565","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District","High Needs","Students Without High Needs","43","0.9344","52","0.9687","47","0.9627","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1250011","Sharon School District","High Needs","Students With High Needs","50","0.9184","50","0.9519","49","0.9531","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"1260011","Shelton School District",,"All Students","4400","0.939","4337","0.9456","4601","0.9535","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
